proxy,value,sd,x,sampleID
mg_ca,0.45699,NA,96,QG2-7180-1
d18o,2.16474,NA,96,ORK_LT5
mg_ca,0.45959,NA,96,ORK_LT5
d18o,2.03193,NA,97,QG2-7180-1
mg_ca,0.45723,0.006887033259504327,97,QG2-7180-1
d18o,2.14009,NA,97,ORK_LT5
mg_ca,0.45961,NA,97,ORK_LT5
d18o,1.73195,NA,98,QG2-7180-1
mg_ca,0.49304,0.024983388333178428,98,QG2-7180-1
d18o,1.76028,NA,98,ORK_LT5
mg_ca,0.48734,0.007412847630239874,98,ORK_LT5
d18o,1.71197,NA,99,QG2-7180-1
mg_ca,0.49458,NA,99,QG2-7180-1
d18o,1.8267,NA,99,ORK_LT5
mg_ca,0.45499,0.011374507763104287,99,ORK_LT5
d18o,1.93973,NA,100,QG2-7180-1
mg_ca,0.46105,0.00841634598806047,100,QG2-7180-1
d18o,1.79201,NA,101,QG2-7180-1
mg_ca,0.46681,NA,101,QG2-7180-1
d18o,1.66203,NA,102,QG2-7180-1
mg_ca,0.46683,NA,102,QG2-7180-1
d18o,1.55205,NA,103,QG2-7180-1
mg_ca,0.52505,0.012824725787604655,103,QG2-7180-1
d18o,1.61207,NA,104,QG2-7180-1
mg_ca,0.51624,NA,104,QG2-7180-1
d18o,1.70209,NA,105,QG2-7180-1
mg_ca,0.51626,NA,105,QG2-7180-1
d18o,1.75211,NA,106,QG2-7180-1
mg_ca,0.51628,NA,106,QG2-7180-1
d18o,1.81213,NA,107,QG2-7180-1
mg_ca,0.5163,NA,107,QG2-7180-1
d18o,1.86215,NA,108,QG2-7180-1
mg_ca,0.51632,NA,108,QG2-7180-1
d18o,2.01217,NA,109,QG2-7180-1
mg_ca,0.51634,NA,109,QG2-7180-1
d18o,1.88219,NA,110,QG2-7180-1
mg_ca,0.54467,0.04004722045196814,110,QG2-7180-1
